Variety,Class,Size,Package,Unit,Price,Total Sales,Sales Quantity,Closing Stock,Market,Variety_labeled,Class_labeled,Size_labeled,Package_labeled,Market_labeled
FINGERS (SINGLE),CLASS 2,MEDIUM,BANANA BOX,18,90,12420,138,121,CAP,0,1,2,0,0
FINGERS (SINGLE),CLASS 2,EXTRA LARGE,BANANA BOX,18,113,65350,575,350,CAP,0,1,0,0,0
FINGERS (SINGLE),CLASS 2,LARGE,BANANA BOX,18,100,56090,560,150,CAP,0,1,1,0,0
FINGERS (SINGLE),CLASS 2,MEDIUM,BANANA BOX,18,90,12420,138,121,CAP,0,1,2,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,118,32260,273,238,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,LARGE,BANANA BOX,18,110,30470,277,114,CAP,0,0,1,0,0
FINGERS (SINGLE),CLASS 1,MEDIUM,BANANA BOX,18,107,21700,202,104,CAP,0,0,2,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,118,32260,273,238,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,LARGE,BANANA BOX,18,110,30470,277,114,CAP,0,0,1,0,0
FINGERS (SINGLE),CLASS 1,MEDIUM,BANANA BOX,18,107,21700,202,104,CAP,0,0,2,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,118,32260,273,238,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,LARGE,BANANA BOX,18,110,30470,277,114,CAP,0,0,1,0,0
FINGERS (SINGLE),CLASS 1,MEDIUM,BANANA BOX,18,107,21700,202,104,CAP,0,0,2,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,118,32260,273,238,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,LARGE,BANANA BOX,18,110,30470,277,114,CAP,0,0,1,0,0
FINGERS (SINGLE),CLASS 1,MEDIUM,BANANA BOX,18,107,21700,202,104,CAP,0,0,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,169,974905,5759,14655,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,147,440945,2981,5195,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,120,129658,1073,2210,CAP,1,0,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,169,974905,5759,14655,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,147,440945,2981,5195,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,120,129658,1073,2210,CAP,1,0,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,169,974905,5759,14655,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,147,440945,2981,5195,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,120,129658,1073,2210,CAP,1,0,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,169,974905,5759,14655,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,147,440945,2981,5195,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,120,129658,1073,2210,CAP,1,0,2,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,150,772810,5142,6830,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,137,190190,1387,3746,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,123,98200,793,1207,CAP,1,1,2,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,150,772810,5142,6830,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,137,190190,1387,3746,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,123,98200,793,1207,CAP,1,1,2,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,150,772810,5142,6830,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,137,190190,1387,3746,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,123,98200,793,1207,CAP,1,1,2,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,150,772810,5142,6830,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,137,190190,1387,3746,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,123,98200,793,1207,CAP,1,1,2,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,90,4500,50,223,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,90,4500,50,223,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,90,4500,50,223,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,90,4500,50,223,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,90,4500,50,223,CAP,0,0,0,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,170,19380,114,9608,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,134,101390,756,4037,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,130,1560,12,938,CAP,1,1,2,0,0
HANDS,CLASS 2,SMALL,BANANA BOX,18,90,4500,50,0,CAP,1,1,3,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,170,19380,114,9608,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,134,101390,756,4037,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,130,1560,12,938,CAP,1,1,2,0,0
HANDS,CLASS 2,SMALL,BANANA BOX,18,90,4500,50,0,CAP,1,1,3,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,167,333720,1997,13058,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,144,283535,1960,4903,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,114,74833,653,2762,CAP,1,0,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,167,333720,1997,13058,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,144,283535,1960,4903,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,114,74833,653,2762,CAP,1,0,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,167,333720,1997,13058,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,144,283535,1960,4903,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,114,74833,653,2762,CAP,1,0,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,167,333720,1997,13058,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,144,283535,1960,4903,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,114,74833,653,2762,CAP,1,0,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,167,333720,1997,13058,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,144,283535,1960,4903,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,114,74833,653,2762,CAP,1,0,2,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,170,19380,114,9608,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,134,101390,756,4037,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,130,1560,12,938,CAP,1,1,2,0,0
HANDS,CLASS 2,SMALL,BANANA BOX,18,90,4500,50,0,CAP,1,1,3,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,170,19380,114,9608,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,134,101390,756,4037,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,130,1560,12,938,CAP,1,1,2,0,0
HANDS,CLASS 2,SMALL,BANANA BOX,18,90,4500,50,0,CAP,1,1,3,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,170,19380,114,9608,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,134,101390,756,4037,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,130,1560,12,938,CAP,1,1,2,0,0
HANDS,CLASS 2,SMALL,BANANA BOX,18,90,4500,50,0,CAP,1,1,3,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,80,4080,51,273,CAP,0,0,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,109,9400,86,4693,CAP,1,1,1,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,165,260510,1574,11605,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,139,135880,974,5613,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,126,56585,448,2665,CAP,1,0,2,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,120,6150,51,324,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,LARGE,BANANA BOX,18,110,11000,100,177,CAP,0,0,1,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,120,6150,51,324,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,LARGE,BANANA BOX,18,110,11000,100,177,CAP,0,0,1,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,120,6150,51,324,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,LARGE,BANANA BOX,18,110,11000,100,177,CAP,0,0,1,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,120,6150,51,324,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,LARGE,BANANA BOX,18,110,11000,100,177,CAP,0,0,1,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,120,6150,51,324,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,LARGE,BANANA BOX,18,110,11000,100,177,CAP,0,0,1,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,120,6150,51,324,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,LARGE,BANANA BOX,18,110,11000,100,177,CAP,0,0,1,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,120,6150,51,324,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,LARGE,BANANA BOX,18,110,11000,100,177,CAP,0,0,1,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,120,6150,51,324,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,LARGE,BANANA BOX,18,110,11000,100,177,CAP,0,0,1,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,120,6150,51,324,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,LARGE,BANANA BOX,18,110,11000,100,177,CAP,0,0,1,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,120,6150,51,324,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,LARGE,BANANA BOX,18,110,11000,100,177,CAP,0,0,1,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,120,6150,51,324,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,LARGE,BANANA BOX,18,110,11000,100,177,CAP,0,0,1,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,120,6150,51,324,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,LARGE,BANANA BOX,18,110,11000,100,177,CAP,0,0,1,0,0
FINGERS (SINGLE),CLASS 2,EXTRA LARGE,BANANA BOX,18,110,11000,100,375,CAP,0,1,0,0,0
FINGERS (SINGLE),CLASS 2,LARGE,BANANA BOX,18,100,5000,50,460,CAP,0,1,1,0,0
FINGERS (SINGLE),CLASS 2,EXTRA LARGE,BANANA BOX,18,110,11000,100,375,CAP,0,1,0,0,0
FINGERS (SINGLE),CLASS 2,LARGE,BANANA BOX,18,100,5000,50,460,CAP,0,1,1,0,0
FINGERS (SINGLE),CLASS 2,EXTRA LARGE,BANANA BOX,18,110,11000,100,375,CAP,0,1,0,0,0
FINGERS (SINGLE),CLASS 2,LARGE,BANANA BOX,18,100,5000,50,460,CAP,0,1,1,0,0
FINGERS (SINGLE),CLASS 2,EXTRA LARGE,BANANA BOX,18,110,11000,100,375,CAP,0,1,0,0,0
FINGERS (SINGLE),CLASS 2,LARGE,BANANA BOX,18,100,5000,50,460,CAP,0,1,1,0,0
FINGERS (SINGLE),CLASS 2,EXTRA LARGE,BANANA BOX,18,110,11000,100,375,CAP,0,1,0,0,0
FINGERS (SINGLE),CLASS 2,LARGE,BANANA BOX,18,100,5000,50,460,CAP,0,1,1,0,0
FINGERS (SINGLE),CLASS 2,EXTRA LARGE,BANANA BOX,18,110,11000,100,375,CAP,0,1,0,0,0
FINGERS (SINGLE),CLASS 2,LARGE,BANANA BOX,18,100,5000,50,460,CAP,0,1,1,0,0
FINGERS (SINGLE),CLASS 2,EXTRA LARGE,BANANA BOX,18,110,11000,100,375,CAP,0,1,0,0,0
FINGERS (SINGLE),CLASS 2,LARGE,BANANA BOX,18,100,5000,50,460,CAP,0,1,1,0,0
FINGERS (SINGLE),CLASS 2,EXTRA LARGE,BANANA BOX,18,110,11000,100,375,CAP,0,1,0,0,0
FINGERS (SINGLE),CLASS 2,LARGE,BANANA BOX,18,100,5000,50,460,CAP,0,1,1,0,0
FINGERS (SINGLE),CLASS 2,EXTRA LARGE,BANANA BOX,18,110,11000,100,375,CAP,0,1,0,0,0
FINGERS (SINGLE),CLASS 2,LARGE,BANANA BOX,18,100,5000,50,460,CAP,0,1,1,0,0
FINGERS (SINGLE),CLASS 2,EXTRA LARGE,BANANA BOX,18,110,11000,100,375,CAP,0,1,0,0,0
FINGERS (SINGLE),CLASS 2,LARGE,BANANA BOX,18,100,5000,50,460,CAP,0,1,1,0,0
FINGERS (SINGLE),CLASS 2,EXTRA LARGE,BANANA BOX,18,110,11000,100,375,CAP,0,1,0,0,0
FINGERS (SINGLE),CLASS 2,LARGE,BANANA BOX,18,100,5000,50,460,CAP,0,1,1,0,0
FINGERS (SINGLE),CLASS 2,EXTRA LARGE,BANANA BOX,18,110,11000,100,375,CAP,0,1,0,0,0
FINGERS (SINGLE),CLASS 2,LARGE,BANANA BOX,18,100,5000,50,460,CAP,0,1,1,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,150,120000,800,9072,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,140,49000,350,4779,CAP,1,1,1,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,150,120000,800,9072,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,140,49000,350,4779,CAP,1,1,1,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,150,120000,800,9072,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,140,49000,350,4779,CAP,1,1,1,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,150,120000,800,9072,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,140,49000,350,4779,CAP,1,1,1,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,150,120000,800,9072,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,140,49000,350,4779,CAP,1,1,1,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,150,120000,800,9072,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,140,49000,350,4779,CAP,1,1,1,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,150,120000,800,9072,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,140,49000,350,4779,CAP,1,1,1,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,150,120000,800,9072,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,140,49000,350,4779,CAP,1,1,1,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,150,120000,800,9072,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,140,49000,350,4779,CAP,1,1,1,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,150,120000,800,9072,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,140,49000,350,4779,CAP,1,1,1,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,150,120000,800,9072,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,140,49000,350,4779,CAP,1,1,1,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,150,120000,800,9072,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,140,49000,350,4779,CAP,1,1,1,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,161,623930,3873,13179,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,144,264890,1827,6587,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,107,115606,1075,3113,CAP,1,0,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,161,623930,3873,13179,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,144,264890,1827,6587,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,107,115606,1075,3113,CAP,1,0,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,161,623930,3873,13179,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,144,264890,1827,6587,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,107,115606,1075,3113,CAP,1,0,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,161,623930,3873,13179,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,144,264890,1827,6587,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,107,115606,1075,3113,CAP,1,0,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,161,623930,3873,13179,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,144,264890,1827,6587,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,107,115606,1075,3113,CAP,1,0,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,161,623930,3873,13179,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,144,264890,1827,6587,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,107,115606,1075,3113,CAP,1,0,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,161,623930,3873,13179,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,144,264890,1827,6587,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,107,115606,1075,3113,CAP,1,0,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,161,623930,3873,13179,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,144,264890,1827,6587,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,107,115606,1075,3113,CAP,1,0,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,161,623930,3873,13179,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,144,264890,1827,6587,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,107,115606,1075,3113,CAP,1,0,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,161,623930,3873,13179,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,144,264890,1827,6587,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,107,115606,1075,3113,CAP,1,0,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,161,623930,3873,13179,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,144,264890,1827,6587,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,107,115606,1075,3113,CAP,1,0,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,161,623930,3873,13179,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,144,264890,1827,6587,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,107,115606,1075,3113,CAP,1,0,2,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,113,17000,150,356,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,113,17000,150,356,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 2,EXTRA LARGE,BANANA BOX,18,100,400,4,444,CAP,0,1,0,0,0
FINGERS (SINGLE),CLASS 2,EXTRA LARGE,BANANA BOX,18,100,400,4,444,CAP,0,1,0,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,138,129440,934,9597,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,131,180510,1368,4972,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,117,41150,350,950,CAP,1,1,2,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,138,129440,934,9597,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,131,180510,1368,4972,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,117,41150,350,950,CAP,1,1,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,161,615215,3803,15797,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,139,268530,1928,7570,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BOX,9,60,9000,150,0,CAP,1,0,2,3,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,123,119830,972,4010,CAP,1,0,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,161,615215,3803,15797,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,139,268530,1928,7570,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BOX,9,60,9000,150,0,CAP,1,0,2,3,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,123,119830,972,4010,CAP,1,0,2,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,80,7840,98,53,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,80,7840,98,53,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,80,7840,98,53,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,80,7840,98,53,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,80,7840,98,53,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,80,7840,98,53,CAP,0,0,0,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,160,382390,2377,10729,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,144,83670,578,5092,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BAG,1,140,7000,-50,53,CAP,1,0,2,4,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,114,79730,699,2191,CAP,1,0,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,160,382390,2377,10729,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,144,83670,578,5092,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BAG,1,140,7000,-50,53,CAP,1,0,2,4,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,114,79730,699,2191,CAP,1,0,2,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,121,319870,2633,7905,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,121,103840,852,4551,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,130,7150,55,1229,CAP,1,1,2,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,121,319870,2633,7905,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,121,103840,852,4551,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,130,7150,55,1229,CAP,1,1,2,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,121,319870,2633,7905,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,121,103840,852,4551,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,130,7150,55,1229,CAP,1,1,2,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,121,319870,2633,7905,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,121,103840,852,4551,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,130,7150,55,1229,CAP,1,1,2,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,121,319870,2633,7905,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,121,103840,852,4551,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,130,7150,55,1229,CAP,1,1,2,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,121,319870,2633,7905,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,121,103840,852,4551,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,130,7150,55,1229,CAP,1,1,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,160,382390,2377,10729,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,144,83670,578,5092,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BAG,1,140,7000,-50,53,CAP,1,0,2,4,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,114,79730,699,2191,CAP,1,0,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,160,382390,2377,10729,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,144,83670,578,5092,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BAG,1,140,7000,-50,53,CAP,1,0,2,4,0
