Variety,Class,Size,Package,Unit,Price,Total Sales,Sales Quantity,Closing Stock,Market,Variety_labeled,Class_labeled,Size_labeled,Package_labeled,Market_labeled
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,114,79730,699,2191,CAP,1,0,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,160,382390,2377,10729,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,144,83670,578,5092,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BAG,1,140,7000,-50,53,CAP,1,0,2,4,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,114,79730,699,2191,CAP,1,0,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,160,382390,2377,10729,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,144,83670,578,5092,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BAG,1,140,7000,-50,53,CAP,1,0,2,4,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,114,79730,699,2191,CAP,1,0,2,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,89,1435,16,99,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,LARGE,BANANA BOX,18,80,9600,120,50,CAP,0,0,1,0,0
FINGERS (SINGLE),CLASS 1,MEDIUM,BANANA BOX,18,70,1260,18,2,CAP,0,0,2,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,89,1435,16,99,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,LARGE,BANANA BOX,18,80,9600,120,50,CAP,0,0,1,0,0
FINGERS (SINGLE),CLASS 1,MEDIUM,BANANA BOX,18,70,1260,18,2,CAP,0,0,2,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,89,1435,16,99,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,LARGE,BANANA BOX,18,80,9600,120,50,CAP,0,0,1,0,0
FINGERS (SINGLE),CLASS 1,MEDIUM,BANANA BOX,18,70,1260,18,2,CAP,0,0,2,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,89,1435,16,99,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,LARGE,BANANA BOX,18,80,9600,120,50,CAP,0,0,1,0,0
FINGERS (SINGLE),CLASS 1,MEDIUM,BANANA BOX,18,70,1260,18,2,CAP,0,0,2,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,89,1435,16,99,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,LARGE,BANANA BOX,18,80,9600,120,50,CAP,0,0,1,0,0
FINGERS (SINGLE),CLASS 1,MEDIUM,BANANA BOX,18,70,1260,18,2,CAP,0,0,2,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,89,1435,16,99,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,LARGE,BANANA BOX,18,80,9600,120,50,CAP,0,0,1,0,0
FINGERS (SINGLE),CLASS 1,MEDIUM,BANANA BOX,18,70,1260,18,2,CAP,0,0,2,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,89,1435,16,99,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,LARGE,BANANA BOX,18,80,9600,120,50,CAP,0,0,1,0,0
FINGERS (SINGLE),CLASS 1,MEDIUM,BANANA BOX,18,70,1260,18,2,CAP,0,0,2,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,89,1435,16,99,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,LARGE,BANANA BOX,18,80,9600,120,50,CAP,0,0,1,0,0
FINGERS (SINGLE),CLASS 1,MEDIUM,BANANA BOX,18,70,1260,18,2,CAP,0,0,2,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,89,1435,16,99,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,LARGE,BANANA BOX,18,80,9600,120,50,CAP,0,0,1,0,0
FINGERS (SINGLE),CLASS 1,MEDIUM,BANANA BOX,18,70,1260,18,2,CAP,0,0,2,0,0
FINGERS (SINGLE),CLASS 2,EXTRA LARGE,BANANA BOX,18,90,7920,88,222,CAP,0,1,0,0,0
FINGERS (SINGLE),CLASS 2,LARGE,BANANA BOX,18,80,5920,74,184,CAP,0,1,1,0,0
FINGERS (SINGLE),CLASS 2,MEDIUM,BANANA BOX,18,70,1470,21,24,CAP,0,1,2,0,0
FINGERS (SINGLE),CLASS 2,EXTRA LARGE,BANANA BOX,18,90,7920,88,222,CAP,0,1,0,0,0
FINGERS (SINGLE),CLASS 2,LARGE,BANANA BOX,18,80,5920,74,184,CAP,0,1,1,0,0
FINGERS (SINGLE),CLASS 2,MEDIUM,BANANA BOX,18,70,1470,21,24,CAP,0,1,2,0,0
FINGERS (SINGLE),CLASS 2,EXTRA LARGE,BANANA BOX,18,90,7920,88,222,CAP,0,1,0,0,0
FINGERS (SINGLE),CLASS 2,LARGE,BANANA BOX,18,80,5920,74,184,CAP,0,1,1,0,0
FINGERS (SINGLE),CLASS 2,MEDIUM,BANANA BOX,18,70,1470,21,24,CAP,0,1,2,0,0
FINGERS (SINGLE),CLASS 2,EXTRA LARGE,BANANA BOX,18,90,7920,88,222,CAP,0,1,0,0,0
FINGERS (SINGLE),CLASS 2,LARGE,BANANA BOX,18,80,5920,74,184,CAP,0,1,1,0,0
FINGERS (SINGLE),CLASS 2,MEDIUM,BANANA BOX,18,70,1470,21,24,CAP,0,1,2,0,0
FINGERS (SINGLE),CLASS 2,EXTRA LARGE,BANANA BOX,18,90,7920,88,222,CAP,0,1,0,0,0
FINGERS (SINGLE),CLASS 2,LARGE,BANANA BOX,18,80,5920,74,184,CAP,0,1,1,0,0
FINGERS (SINGLE),CLASS 2,MEDIUM,BANANA BOX,18,70,1470,21,24,CAP,0,1,2,0,0
FINGERS (SINGLE),CLASS 2,EXTRA LARGE,BANANA BOX,18,90,7920,88,222,CAP,0,1,0,0,0
FINGERS (SINGLE),CLASS 2,LARGE,BANANA BOX,18,80,5920,74,184,CAP,0,1,1,0,0
FINGERS (SINGLE),CLASS 2,MEDIUM,BANANA BOX,18,70,1470,21,24,CAP,0,1,2,0,0
FINGERS (SINGLE),CLASS 2,EXTRA LARGE,BANANA BOX,18,90,7920,88,222,CAP,0,1,0,0,0
FINGERS (SINGLE),CLASS 2,LARGE,BANANA BOX,18,80,5920,74,184,CAP,0,1,1,0,0
FINGERS (SINGLE),CLASS 2,MEDIUM,BANANA BOX,18,70,1470,21,24,CAP,0,1,2,0,0
FINGERS (SINGLE),CLASS 2,EXTRA LARGE,BANANA BOX,18,90,7920,88,222,CAP,0,1,0,0,0
FINGERS (SINGLE),CLASS 2,LARGE,BANANA BOX,18,80,5920,74,184,CAP,0,1,1,0,0
FINGERS (SINGLE),CLASS 2,MEDIUM,BANANA BOX,18,70,1470,21,24,CAP,0,1,2,0,0
FINGERS (SINGLE),CLASS 2,EXTRA LARGE,BANANA BOX,18,90,7920,88,222,CAP,0,1,0,0,0
FINGERS (SINGLE),CLASS 2,LARGE,BANANA BOX,18,80,5920,74,184,CAP,0,1,1,0,0
FINGERS (SINGLE),CLASS 2,MEDIUM,BANANA BOX,18,70,1470,21,24,CAP,0,1,2,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,119,14850,124,9832,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,140,47400,338,4627,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,84,19740,233,1205,CAP,1,1,2,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,119,14850,124,9832,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,140,47400,338,4627,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,84,19740,233,1205,CAP,1,1,2,0,0
HANDS,CLASS 2,SMALL,BANANA BOX,18,62,250,4,0,CAP,1,1,3,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,119,14850,124,9832,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,140,47400,338,4627,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,84,19740,233,1205,CAP,1,1,2,0,0
HANDS,CLASS 2,SMALL,BANANA BOX,18,62,250,4,0,CAP,1,1,3,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,119,14850,124,9832,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,140,47400,338,4627,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,84,19740,233,1205,CAP,1,1,2,0,0
HANDS,CLASS 2,SMALL,BANANA BOX,18,62,250,4,0,CAP,1,1,3,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,119,14850,124,9832,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,140,47400,338,4627,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,84,19740,233,1205,CAP,1,1,2,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,119,14850,124,9832,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,140,47400,338,4627,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,84,19740,233,1205,CAP,1,1,2,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,119,14850,124,9832,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,140,47400,338,4627,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,84,19740,233,1205,CAP,1,1,2,0,0
HANDS,CLASS 2,SMALL,BANANA BOX,18,62,250,4,0,CAP,1,1,3,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,119,14850,124,9832,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,140,47400,338,4627,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,84,19740,233,1205,CAP,1,1,2,0,0
HANDS,CLASS 2,SMALL,BANANA BOX,18,62,250,4,0,CAP,1,1,3,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,119,14850,124,9832,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,140,47400,338,4627,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,84,19740,233,1205,CAP,1,1,2,0,0
HANDS,CLASS 2,SMALL,BANANA BOX,18,62,250,4,0,CAP,1,1,3,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,168,343820,2046,10197,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,146,178480,1220,3883,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BAG,1,8,80,10,3,CAP,1,0,2,4,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,120,84155,698,3275,CAP,1,0,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,168,343820,2046,10197,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,146,178480,1220,3883,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BAG,1,8,80,10,3,CAP,1,0,2,4,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,120,84155,698,3275,CAP,1,0,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,168,343820,2046,10197,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,146,178480,1220,3883,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BAG,1,8,80,10,3,CAP,1,0,2,4,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,120,84155,698,3275,CAP,1,0,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,168,343820,2046,10197,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,146,178480,1220,3883,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BAG,1,8,80,10,3,CAP,1,0,2,4,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,120,84155,698,3275,CAP,1,0,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,168,343820,2046,10197,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,146,178480,1220,3883,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BAG,1,8,80,10,3,CAP,1,0,2,4,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,120,84155,698,3275,CAP,1,0,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,168,343820,2046,10197,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,146,178480,1220,3883,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BAG,1,8,80,10,3,CAP,1,0,2,4,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,120,84155,698,3275,CAP,1,0,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,168,343820,2046,10197,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,146,178480,1220,3883,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BAG,1,8,80,10,3,CAP,1,0,2,4,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,120,84155,698,3275,CAP,1,0,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,168,343820,2046,10197,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,146,178480,1220,3883,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BAG,1,8,80,10,3,CAP,1,0,2,4,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,120,84155,698,3275,CAP,1,0,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,168,343820,2046,10197,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,146,178480,1220,3883,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BAG,1,8,80,10,3,CAP,1,0,2,4,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,120,84155,698,3275,CAP,1,0,2,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,93,14000,150,165,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,MEDIUM,BANANA BOX,18,70,3500,50,100,CAP,0,0,2,0,0
FINGERS (SINGLE),CLASS 2,EXTRA LARGE,BANANA BOX,18,90,4500,50,256,CAP,0,1,0,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,113,255030,2253,7577,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,103,121920,1179,4390,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,125,20000,159,1016,CAP,1,1,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,168,560320,3328,11148,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,139,206895,1483,4543,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BAG,1,15,16360,1058,346,CAP,1,0,2,4,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,116,45960,394,2501,CAP,1,0,2,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,115,108910,942,9201,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,106,12000,113,4414,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,97,26140,267,1323,CAP,1,1,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,155,428100,2759,12939,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,138,80865,584,4903,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,109,31210,286,1030,CAP,1,0,2,0,0
FINGERS (SINGLE),CLASS 2,EXTRA LARGE,BANANA BOX,18,90,9180,102,387,CAP,0,1,0,0,0
FINGERS (SINGLE),CLASS 2,LARGE,BANANA BOX,18,80,8000,100,227,CAP,0,1,1,0,0
FINGERS (SINGLE),CLASS 2,MEDIUM,BANANA BOX,18,70,9380,134,246,CAP,0,1,2,0,0
FINGERS (SINGLE),CLASS 2,EXTRA LARGE,BANANA BOX,18,90,9180,102,387,CAP,0,1,0,0,0
FINGERS (SINGLE),CLASS 2,LARGE,BANANA BOX,18,80,8000,100,227,CAP,0,1,1,0,0
FINGERS (SINGLE),CLASS 2,MEDIUM,BANANA BOX,18,70,9380,134,246,CAP,0,1,2,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,96,12240,127,37,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,LARGE,BANANA BOX,18,80,32000,400,122,CAP,0,0,1,0,0
FINGERS (SINGLE),CLASS 1,MEDIUM,BANANA BOX,18,95,2580,27,123,CAP,0,0,2,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,96,12240,127,37,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,LARGE,BANANA BOX,18,80,32000,400,122,CAP,0,0,1,0,0
FINGERS (SINGLE),CLASS 1,MEDIUM,BANANA BOX,18,95,2580,27,123,CAP,0,0,2,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,110,318614,2884,9993,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,126,108996,865,4427,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,101,55290,543,1390,CAP,1,1,2,0,0
HANDS,CLASS 2,SMALL,BANANA BOX,18,80,720,9,13,CAP,1,1,3,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,110,318614,2884,9993,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,126,108996,865,4427,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,101,55290,543,1390,CAP,1,1,2,0,0
HANDS,CLASS 2,SMALL,BANANA BOX,18,80,720,9,13,CAP,1,1,3,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,167,504616,3012,13798,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,134,300602,2242,4237,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,114,119975,1047,1066,CAP,1,0,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,167,504616,3012,13798,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,134,300602,2242,4237,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,114,119975,1047,1066,CAP,1,0,2,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,60,6000,100,164,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,60,6000,100,164,CAP,0,0,0,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,166,669770,4021,14860,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,126,317040,2508,5679,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,97,113190,1160,1865,CAP,1,0,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,166,669770,4021,14860,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,126,317040,2508,5679,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,97,113190,1160,1865,CAP,1,0,2,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,136,42810,314,12877,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,81,74440,912,5292,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,70,61620,872,1933,CAP,1,1,2,0,0
HANDS,CLASS 2,SMALL,BANANA BOX,18,50,38470,762,22,CAP,1,1,3,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,136,42810,314,12877,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,81,74440,912,5292,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,70,61620,872,1933,CAP,1,1,2,0,0
HANDS,CLASS 2,SMALL,BANANA BOX,18,50,38470,762,22,CAP,1,1,3,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,140,220600,1567,11564,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,121,48060,395,4491,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,90,84850,934,1723,CAP,1,0,2,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,114,20260,177,10710,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,118,26570,224,4958,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,85,26050,303,2459,CAP,1,1,2,0,0
HANDS,CLASS 2,SMALL,BANANA BOX,18,50,5150,101,784,CAP,1,1,3,0,0
FINGERS (SINGLE),CLASS 2,LARGE,BANANA BOX,18,120,4680,39,206,CAP,0,1,1,0,0
FINGERS (SINGLE),CLASS 2,MEDIUM,BANANA BOX,18,70,70,1,358,CAP,0,1,2,0,0
FINGERS (SINGLE),CLASS 2,LARGE,BANANA BOX,18,120,4680,39,206,CAP,0,1,1,0,0
FINGERS (SINGLE),CLASS 2,MEDIUM,BANANA BOX,18,70,70,1,358,CAP,0,1,2,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,90,180,2,200,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,90,180,2,200,CAP,0,0,0,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,162,117280,723,11522,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,99,150770,1515,4636,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,88,55160,620,2305,CAP,1,0,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,162,117280,723,11522,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,99,150770,1515,4636,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,88,55160,620,2305,CAP,1,0,2,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,122,187890,1536,10067,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,114,123610,1077,4964,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,69,18980,273,2761,CAP,1,1,2,0,0
HANDS,CLASS 2,SMALL,BANANA BOX,18,60,480,8,885,CAP,1,1,3,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,122,187890,1536,10067,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,114,123610,1077,4964,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,69,18980,273,2761,CAP,1,1,2,0,0
HANDS,CLASS 2,SMALL,BANANA BOX,18,60,480,8,885,CAP,1,1,3,0,0
FINGERS (SINGLE),CLASS 2,EXTRA LARGE,BANANA BOX,18,130,13000,100,268,CAP,0,1,0,0,0
FINGERS (SINGLE),CLASS 2,LARGE,BANANA BOX,18,114,6870,60,218,CAP,0,1,1,0,0
FINGERS (SINGLE),CLASS 2,MEDIUM,BANANA BOX,18,110,220,2,359,CAP,0,1,2,0,0
FINGERS (SINGLE),CLASS 1,LARGE,BANANA BOX,18,100,1700,17,389,CAP,0,0,1,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,146,57180,390,11350,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,125,28320,226,5741,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,92,52830,570,2984,CAP,1,1,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,158,388670,2454,12145,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,121,154895,1275,6101,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,92,47980,517,2925,CAP,1,0,2,0,0
FINGERS (SINGLE),CLASS 2,EXTRA LARGE,BANANA BOX,18,130,6500,50,368,CAP,0,1,0,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,85,8500,100,202,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,LARGE,BANANA BOX,18,100,5000,50,406,CAP,0,0,1,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,149,837150,5606,13679,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,130,434580,3335,7037,CAP,1,0,1,0,0
HANDS,CLASS 1,MEDIUM,BANANA BOX,18,95,177370,1848,3442,CAP,1,0,2,0,0
HANDS,CLASS 2,EXTRA LARGE,BANANA BOX,18,125,322365,2572,11497,CAP,1,1,0,0,0
HANDS,CLASS 2,LARGE,BANANA BOX,18,102,225360,2202,5772,CAP,1,1,1,0,0
HANDS,CLASS 2,MEDIUM,BANANA BOX,18,80,25730,320,3314,CAP,1,1,2,0,0
HANDS,CLASS 2,SMALL,BANANA BOX,18,53,4620,87,880,CAP,1,1,3,0,0
FINGERS (SINGLE),CLASS 2,EXTRA LARGE,BANANA BOX,18,110,2750,25,268,CAP,0,1,0,0,0
FINGERS (SINGLE),CLASS 2,LARGE,BANANA BOX,18,90,2520,28,202,CAP,0,1,1,0,0
FINGERS (SINGLE),CLASS 2,MEDIUM,BANANA BOX,18,80,4240,53,211,CAP,0,1,2,0,0
FINGERS (SINGLE),CLASS 2,EXTRA LARGE,BANANA BOX,18,110,2750,25,268,CAP,0,1,0,0,0
FINGERS (SINGLE),CLASS 2,LARGE,BANANA BOX,18,90,2520,28,202,CAP,0,1,1,0,0
FINGERS (SINGLE),CLASS 2,MEDIUM,BANANA BOX,18,80,4240,53,211,CAP,0,1,2,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,110,3960,36,102,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,LARGE,BANANA BOX,18,100,200,2,304,CAP,0,0,1,0,0
FINGERS (SINGLE),CLASS 1,MEDIUM,BANANA BOX,18,90,5760,64,100,CAP,0,0,2,0,0
FINGERS (SINGLE),CLASS 1,EXTRA LARGE,BANANA BOX,18,110,3960,36,102,CAP,0,0,0,0,0
FINGERS (SINGLE),CLASS 1,LARGE,BANANA BOX,18,100,200,2,304,CAP,0,0,1,0,0
FINGERS (SINGLE),CLASS 1,MEDIUM,BANANA BOX,18,90,5760,64,100,CAP,0,0,2,0,0
HANDS,CLASS 1,EXTRA LARGE,BANANA BOX,18,135,137510,1014,14126,CAP,1,0,0,0,0
HANDS,CLASS 1,LARGE,BANANA BOX,18,120,127730,1058,8333,CAP,1,0,1,0,0
