Variety,Class,Size,Package,Unit,Price,Total Sales,Sales Quantity,Closing Stock,Market,variety_labeled,class_labeled,size_labeled,package_labeled,market_labeled,kg_price
GRANNY SMITH,CLASS 2,LARGE,CARTON,18,160,320,2,31,BLO,5,0,2,1,0,8.89
GRANNY SMITH,CLASS 2,SMALL,CARTON,18,91,275,3,46,BLO,5,0,3,1,0,5.06
GRANNY SMITH,CLASS 2,SMALL,CARTON,18,91,275,3,46,BLO,5,0,3,1,0,5.06
GRANNY SMITH,CLASS 1,EXTRA LARGE,CARTON,18,180,720,4,350,BLO,5,1,1,1,0,10.0
GRANNY SMITH,CLASS 2,LARGE,CARTON,18,160,320,2,31,BLO,5,0,2,1,0,8.89
GRANNY SMITH,CLASS 1,MEDIUM,ECONOMIC PACK,12,120,240,2,107,BLO,5,1,4,2,0,10.0
GRANNY SMITH,CLASS 1,SMALL,ECONOMIC PACK,12,120,1920,16,190,BLO,5,1,3,2,0,10.0
GRANNY SMITH,CLASS 1,MEDIUM,ECONOMIC PACK,12,120,240,2,107,BLO,5,1,4,2,0,10.0
GRANNY SMITH,CLASS 1,SMALL,ECONOMIC PACK,12,120,1920,16,190,BLO,5,1,3,2,0,10.0
GRANNY SMITH,CLASS 2,LARGE,DOMPLE JUMBLE,9,63,630,10,518,BLO,5,0,2,0,0,7.0
GRANNY SMITH,CLASS 2,LARGE,DOMPLE JUMBLE,9,63,630,10,518,BLO,5,0,2,0,0,7.0
PINK LADY,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,52,1955,37,565,BLO,6,0,4,0,0,5.78
PINK LADY,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,52,1955,37,565,BLO,6,0,4,0,0,5.78
RED DELICIOUS,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,74,148,2,72,BLO,12,0,4,0,0,8.22
RED DELICIOUS,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,74,148,2,72,BLO,12,0,4,0,0,8.22
ROME BEAUTY,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,64,2467,38,178,BLO,13,0,4,0,0,7.11
ROME BEAUTY,CLASS 2,SMALL,DOMPLE JUMBLE,9,55,2776,50,4,BLO,13,0,3,0,0,6.11
ROME BEAUTY,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,64,2467,38,178,BLO,13,0,4,0,0,7.11
ROME BEAUTY,CLASS 2,SMALL,DOMPLE JUMBLE,9,55,2776,50,4,BLO,13,0,3,0,0,6.11
ROYAL GALA,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,74,668,9,396,BLO,8,0,4,0,0,8.22
ROYAL GALA,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,74,668,9,396,BLO,8,0,4,0,0,8.22
STARKING,CLASS 1,EXTRA LARGE,CARTON,18,88,4580,52,66,BLO,9,1,1,1,0,4.89
STARKING,CLASS 1,EXTRA LARGE,CARTON,18,88,4580,52,66,BLO,9,1,1,1,0,4.89
SUNDOWNER,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,70,560,8,73,BLO,10,0,4,0,0,7.78
SUNDOWNER,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,70,560,8,73,BLO,10,0,4,0,0,7.78
TOP RED,CLASS 1,EXTRA LARGE,CARTON,18,237,5710,24,175,BLO,11,1,1,1,0,13.17
TOP RED,CLASS 1,EXTRA LARGE,CARTON,18,237,5710,24,175,BLO,11,1,1,1,0,13.17
TOP RED,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,78,1735,22,27,BLO,11,0,4,0,0,8.67
TOP RED,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,78,1735,22,27,BLO,11,0,4,0,0,8.67
BRAEBURN,CLASS 1,LARGE,CARTON,18,100,100,1,38,BLO,0,1,2,1,0,5.56
BRAEBURN,CLASS 1,LARGE,CARTON,18,100,100,1,38,BLO,0,1,2,1,0,5.56
BRAEBURN,CLASS 1,LARGE,CARTON,18,100,100,1,38,BLO,0,1,2,1,0,5.56
BRAEBURN,CLASS 1,LARGE,CARTON,18,100,100,1,38,BLO,0,1,2,1,0,5.56
BRAEBURN,CLASS 2,LARGE,DOMPLE JUMBLE,9,80,14400,180,172,BLO,0,0,2,0,0,8.89
BRAEBURN,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,80,800,10,187,BLO,0,0,4,0,0,8.89
BRAEBURN,CLASS 2,LARGE,DOMPLE JUMBLE,9,80,14400,180,172,BLO,0,0,2,0,0,8.89
BRAEBURN,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,80,800,10,187,BLO,0,0,4,0,0,8.89
BRAEBURN,CLASS 2,LARGE,DOMPLE JUMBLE,9,80,14400,180,172,BLO,0,0,2,0,0,8.89
BRAEBURN,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,80,800,10,187,BLO,0,0,4,0,0,8.89
BRAEBURN,CLASS 2,LARGE,DOMPLE JUMBLE,9,80,14400,180,172,BLO,0,0,2,0,0,8.89
BRAEBURN,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,80,800,10,187,BLO,0,0,4,0,0,8.89
CRIPPS PINK,CLASS 1,SMALL,CARTON,18,116,350,3,131,BLO,1,1,3,1,0,6.44
CRIPPS PINK,CLASS 1,SMALL,CARTON,18,116,350,3,131,BLO,1,1,3,1,0,6.44
CRIPPS PINK,CLASS 1,SMALL,CARTON,18,116,350,3,131,BLO,1,1,3,1,0,6.44
CRIPPS PINK,CLASS 1,SMALL,CARTON,18,116,350,3,131,BLO,1,1,3,1,0,6.44
CRIPPS PINK,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,80,80,1,179,BLO,1,0,4,0,0,8.89
CRIPPS PINK,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,80,80,1,179,BLO,1,0,4,0,0,8.89
CRIPPS PINK,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,80,80,1,179,BLO,1,0,4,0,0,8.89
CRIPPS PINK,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,80,80,1,179,BLO,1,0,4,0,0,8.89
CRIPPS RED,CLASS 1,LARGE,CARTON,18,198,3570,18,10,BLO,2,1,2,1,0,11.0
CRIPPS RED,CLASS 1,LARGE,CARTON,18,198,3570,18,10,BLO,2,1,2,1,0,11.0
CRIPPS RED,CLASS 1,LARGE,CARTON,18,198,3570,18,10,BLO,2,1,2,1,0,11.0
CRIPPS RED,CLASS 1,LARGE,CARTON,18,198,3570,18,10,BLO,2,1,2,1,0,11.0
CRIPPS RED,CLASS 1,MEDIUM,ECONOMIC PACK,12,152,4410,29,2,BLO,2,1,4,2,0,12.67
CRIPPS RED,CLASS 1,SMALL,ECONOMIC PACK,12,140,140,1,129,BLO,2,1,3,2,0,11.67
CRIPPS RED,CLASS 1,MEDIUM,ECONOMIC PACK,12,152,4410,29,2,BLO,2,1,4,2,0,12.67
CRIPPS RED,CLASS 1,SMALL,ECONOMIC PACK,12,140,140,1,129,BLO,2,1,3,2,0,11.67
